time,activity,pain,gain,stu_id,time_type,time_hr,time_min,time_range,group_pain,group_gain,activity_num,last_act
16.30,เลิกงาน เดินกลับห้อง,แดดร้อน คนค่อนข้างเยอะ,ได้กลับบ้านเร็ว,6220422027,,16,30,16.00-17.00,ความลำคาญ,พักผ่อน,7,
17.00,แวะซื้อของกินที่ 7-11,หิว หาอะไรรองท้องก่อนออกกำลังกาย,กินแล้วมีแรงออกกำลังกาย,6220422027,,17,0,17.00-18.00,ความลำคาญ,ออกกำลังกาย,8,
18.30,ออกกำลังกาย ตามคลิปที่ห้อง,ขี้เกียจออกกำลังกาย เหนื่อย,หุ่นดี สุขภาพดี,6220422027,,18,30,18.00-19.00,ความลำคาญ,ออกกำลังกาย,9,
20.00,อาบน้ำ,ยังไม่หายเหนื่อยจากออกกำลังกาย,ร่างกายสะอาด สดชื่น,6220422027,,20,0,20.00-21.00,ความลำคาญ,สดชื่น,10,
20.20,เดินไปที่ตู้เย็น หานมดื่ม,ท้องร้อง หิวหลังออกกำลังกาย,อิ่มท้อง,6220422027,,20,20,20.00-21.00,ความลำคาญ,อิ่ม,11,
20.30,เล่น social หาเพลงที่ชอบฟัง,หาอะไรทำแก้เบื่อ บิ้วตัวเองก่อนทำการบ้าน,อารมณ์ดี มีแรงทำการบ้าน,6220422027,,20,30,20.00-21.00,ความลำคาญ,ฟิน,12,
21.30,ทำการบ้าน ป.โท,ขี้เกียจทำการบ้าน ใช้เวลานาน ง่วง,การบ้านเสร็จทันเวลา,6220422027,,21,30,21.00-22.00,ความลำคาญ,ทำการบ้าน,13,
23.30,สวดมนต์ และเข้านอน,ง่วงนอน ไม่อยากตื่นไปทำงานสาย,นอนหลับเต็มที่ ตื่นไปทำงานทัน,6220422027,,23,30,23.00-24.00,ความลำคาญ,ฟิน,14,1.0
6,ตื่นนอน,ง่วงนอน ไม่อยากลุกจากเตียง,,6220422029,,6,0,06.00-07.00,ความลำคาญ,ไม่ระบุ,1,
6.15,ขับรถไปบ้านย่า,,,6220422029,,6,15,06.00-07.00,ไม่ระบุ,ไม่ระบุ,2,
6.4,ตักบาตร,,เพื่อความสบายใจ,6220422029,,6,40,06.00-07.00,ไม่ระบุ,ฟิน,3,
7,ออกกำลังกายแบบ Cardio,เหนื่อย,หุ่นปัง,6220422029,,7,0,07.00-08.00,เหนื่อย,ฟิน,4,
7.4,อัดคลิปออกกำลังกาย,,ถ่ายรูปลง story facebook/IG,6220422029,,7,40,07.00-08.00,ไม่ระบุ,ฟิน,5,
8,อาบน้ำ แต่งตัว,ขี้เกียจแต่งตัว,แต่งเพื่อให้ตัวเองทีกำลังใจทำงาน,6220422029,,8,0,08.00-09.00,ความลำคาญ,ฟิน,6,
8.3,กินข้าวเช้า,,,6220422029,,8,30,08.00-09.00,ไม่ระบุ,ไม่ระบุ,7,
9,เริ่มทำงานประจำที่รัก,ขี้เกียจทำงาน,,6220422029,,9,0,09.00-10.00,ความลำคาญ,ไม่ระบุ,8,
10.3,คั้นน้ำส้ม ทำ Black orange coffee,,สดชื่น มีแรงทำงาน,6220422029,,10,30,10.00-11.00,ไม่ระบุ,สดชื่น,9,
11,ทำงาน(ต่อ),,,6220422029,,11,0,11.00-12.00,ไม่ระบุ,ไม่ระบุ,10,
12,ทำกับข้าว,ไม่อยากกินคลีน ไม่อร่อย,"Low sodium,sugar",6220422029,,12,0,12.00-13.00,ความลำคาญ,ฟิน,11,
12.3,กินข้าวกลางวัน,,,6220422029,,12,30,12.00-13.00,ไม่ระบุ,ไม่ระบุ,12,
12.5,ล้างจาน,,,6220422029,,12,50,12.00-13.00,ไม่ระบุ,ไม่ระบุ,13,
13,เริ่มงานช่วงบ่าย,,,6220422029,,13,0,13.00-14.00,ไม่ระบุ,ไม่ระบุ,14,
15.45,ส่งงานเจ้านายครบตามกำหนด,,ทำงานดี ไม่ต้องตามแก้อีก,6220422029,,15,45,15.00-16.00,ไม่ระบุ,ฟิน,15,
16,หาข้อมูลต้นไม้ เตรียมเปิดเพจ เฌอ'ตอม,,ลูกค้าชอบ แย่งกันซื้อ,6220422029,,16,0,16.00-17.00,ไม่ระบุ,ฟิน,16,
17,กินข้าวเย็น,,,6220422029,,17,0,17.00-18.00,ไม่ระบุ,ไม่ระบุ,17,
17.2,เดินดูต้นไม้+ถ่ายรูป,,ลง Social เกร๋ๆ,6220422029,,17,20,17.00-18.00,ไม่ระบุ,ฟิน,18,
18,นั่งพูดคุยกับญาติผู้ใหญ่+เล่นกับหมา,,,6220422029,,18,0,18.00-19.00,ไม่ระบุ,ไม่ระบุ,19,
19,ออกกำลังกายแบบ Weight Trainning,เหนื่อย,หุ่นปัง,6220422029,,19,0,19.00-20.00,เหนื่อย,ฟิน,20,
20.15,ท่องโลกอิเตอร์เน็ต ดูหนัง ฟังเพลง เช็ค social,,,6220422029,,20,15,20.00-21.00,ไม่ระบุ,ไม่ระบุ,21,
22,อาบน้ำนอน,,,6220422029,,22,0,22.00-23.00,ไม่ระบุ,ไม่ระบุ,22,
22.2,ทำการบ้าน,,งานเสร็จแล้วเราจะสบาย,6220422029,,22,20,22.00-23.00,ไม่ระบุ,ฟิน,23,
0,สวดมนต์,ง่วงนอน,ฝึกตัวเองให้มีสมาธิที่ดี,6220422029,,0,0,00.00-01.00,ง่วง,ฟิน,24,
0.15,เข้านอน,,,6220422029,,0,15,00.00-01.00,ไม่ระบุ,ไม่ระบุ,25,1.0
08.00,Wake up,I don't want to get up,,6220422031,,8,0,08.00-09.00,ความลำคาญ,ไม่ระบุ,1,
08.05,Play smart phone,,I see other people post and their happiness,6220422031,,8,5,08.00-09.00,ไม่ระบุ,ฟิน,2,
08.20,Play ROV,,I gain my happiness to play game,6220422031,,8,20,08.00-09.00,ไม่ระบุ,ฟิน,3,
09.00,Take a shower,,Cleaned,6220422031,,9,0,09.00-10.00,ไม่ระบุ,สดชื่น,4,
09.20,Eat breakfast,I bored because of eating scramble egg and bread again,,6220422031,,9,20,09.00-10.00,ความลำคาญ,ไม่ระบุ,5,
09.35,Read a book,,Today I read the story about how to do gardening ,6220422031,,9,35,09.00-10.00,ไม่ระบุ,ฟิน,6,
10.00,go to GYM,Muscle pain,"more strength for my body, Healthier",6220422031,,10,0,10.00-11.00,ความลำคาญ,ออกกำลังกาย,7,
12.00,Lunch time,,I'm full because of Pizza I bought from Italian Restaurant,6220422031,,12,0,12.00-13.00,ไม่ระบุ,ฟิน,8,
13.00,go shopping,Lose money,I pay what I want,6220422031,,13,0,13.00-14.00,แพง,ฟิน,9,
15.00,arrive home,,,6220422031,,15,0,15.00-16.00,ไม่ระบุ,ไม่ระบุ,10,
15.15,Watch Netflix,,watching series that I can't watch during Mon- Fri,6220422031,,15,15,15.00-16.00,ไม่ระบุ,พักผ่อน,11,
18.00,Dinner ,,Delicious food I gain my happiness,6220422031,,18,0,18.00-19.00,ไม่ระบุ,ฟิน,12,
18.30,Family time,,Watch movie at home with my mom,6220422031,,18,30,18.00-19.00,ไม่ระบุ,พักผ่อน,13,
20.00,Read Textbook,Difficult subject makes me despondent,,6220422031,,20,0,20.00-21.00,ความลำคาญ,ไม่ระบุ,14,
22.00,Play ROV,,Happy,6220422031,,22,0,22.00-23.00,ไม่ระบุ,ฟิน,15,
1900-01-01,Bed time,,Rest,6220422031,,0,0,00.00-01.00,ไม่ระบุ,พักผ่อน,16,1.0
07.00,นาฬิกาปลุก ครั้งแรก,สลึมสลือ ง่วงนอนอยู่,กด check-in COVID-19 (Health Check ของบริษัท),6220422067,,7,0,07.00-08.00,ง่วง,พักผ่อน,1,
07.30,นาฬิกาปลุก ครั้งที่สอง,รู้สึกขี้เกียจ ไม่อยากลุก,ตื่นเพื่อมีเวลาเตรียมตัวก่อนทำงาน,6220422067,,7,30,07.00-08.00,ความลำคาญ,ฟิน,2,
07.40,อาบน้ำ,หนาว,สดชื่น และตื่นเต็มที่,6220422067,,7,40,07.00-08.00,หนาว,สดชื่น,3,
08.00,ทำงาน แบบ Work from home,การไม่ได้แต่งตัวออกจากบ้าน  ทำให้ไม่ได้ใส่ชุดทำงานใหม่ๆ,ไม่ต้องเสียเวลาเลือกเสื้อผ้า แต่งตัว ทำงานได้เลย พร้อมกับจิบกาแฟและอาหารเช้าเบาๆไปพร้อมกัน,6220422067,,8,0,08.00-09.00,ความลำคาญ,ฟิน,4,
08.10,จิบกาแฟและอาหารเช้าเบาๆไปพร้อมกัน,กินไปพร้อมกับทำงานไปด้วย  ไม่ค่อยสะดวกนัก,ประหยัดเวลา  ทำให้ไม่ต้องตื่นเช้าเผื่อเวลากินก่อนเข้างาน,6220422067,,8,10,08.00-09.00,ความลำคาญ,ฟิน,5,
09.00,ใช้ MS Team และ Line เป็นหลักในการทำงาน,"ปัญหาสัญญาณ Internet ไม่แรงพอ  การ call, meeting สะดุด
สิ่งแวดล้อมมีเสียงรบกวน  ขาดสมาธิในการทำงาน",การประชุมสามารถรองรับคนจำนวนได้มากขึ้นกว่าเดิม  จากเดิมที่ต้องหาห้องประชุมให้พอกับจำนวนคน,6220422067,,9,0,09.00-10.00,ความลำคาญ,ฟิน,6,
12.00,ออกไป ทานข้าวที่ cosmo bazaar,เสียเวลาเดินทางช่วงพักเที่ยง  แม้จะใช้เวลาแค่ 20 นาที  ,มีอาหารอร่อยๆให้เลือกเยอะ,6220422067,,12,0,12.00-13.00,ความลำคาญ,ฟิน,7,
13.00,ไปนั่งทำงานช่วงบ่ายที่ Co-Working Space,คนเยอะ เสียงดัง วุ่นวาย เสียค่าเครื่องดื่ม อาหารในการใช้สถานที่ ไม่ใช่ทุกที่นั่งที่จะมีปลั๊ก  ต้องเดินหาที่นั่งที่เหมาะสมในการนั่งทำงาน,Wifi แรง มีที่นั่งเยอะ บรรยากาศดี  พื้นที่กว้าง  การตกแต่งสวย,6220422067,,13,0,13.00-14.00,ความลำคาญ,สดชื่น,8,
13.30,ประชุมผ่าน MS Team,ไม่สามารถพูดเสียงดัง หรือเปิดลำโพงได้ ต้องใช้หูฟังหลายแบบ ทั้งต่อคอม ต่อไอโฟน และต้องพกสายชาร์จโน้ตบุค ชาร์จไอโฟน ชาร์จไอแพด ต้องขนอุปกรณ์เยอะมาก,มีสมาธิในการทำงาน ไม่สะดุด,6220422067,,13,30,13.00-14.00,ความลำคาญ,ฟิน,9,
15.00,สั่งน้ำ ขนมของร้านมานั่งกินระหว่างทำงาน,แพง,อร่อย,6220422067,,15,0,15.00-16.00,แพง,ฟิน,10,
17.30,ไปซื้อข้าวเย็นที่ cosmo bazaar เพื่อเอากลับไปกินที่บ้าน,มีของอยากกินเยอะไปหมด เลยซื้อมาเกินจำเป็น กินหมดก็อ้วน,มีอาหารอร่อยให้เลือกซื้อเยอะ,6220422067,,17,30,17.00-18.00,ความลำคาญ,ฟิน,11,
18.30,รับประทานอาหารเย็นพร้อมกันในครอบครัว,ทุกคนรอกินข้าวพร้อมกัน,สร้างความสัมพันธ์ระหว่างสมาชิกในครอบครัว,6220422067,,18,30,18.00-19.00,ความลำคาญ,ฟิน,12,
19.30,เล่น Facebook,ยืนนาน เฝ้าตู้อบเพื่อดูสีของขนม เสียเวลาในการเฝ้าไปโดยเปล่าประโยชน์,สร้างรายได้เสริม สร้างภาพพจน์บน Social,6220422067,,19,30,19.00-20.00,ความลำคาญ,ฟิน,13,
21.00,อาบน้ำ,หนาว,สดชื่น,6220422067,,21,0,21.00-22.00,หนาว,สดชื่น,14,
21.30,ทาครีม,ขี้เกียจรอครีมซึม  ทั้งที่ซื้อมาหลายตัว หลาย Step,รู้สึกดีที่ผิวได้รับการบำรุง,6220422067,,21,30,21.00-22.00,ความลำคาญ,ออกกำลังกาย,15,
21.40,ดู Series,ดูแล้วติดยาว ง่วงแต่อยากดูให้จบ,สนุก คลายเครียด เบาสมอง,6220422067,,21,40,21.00-22.00,ความลำคาญ,พักผ่อน,16,
01.00,หลับไปไม่รู้ตัว,,,6220422067,,1,0,01.00-02.00,ไม่ระบุ,ไม่ระบุ,17,1.0
06.50,ตื่นนอน เล่นมือถือ,ยังง่วงนอนมากแต่ต้องตื่นเพราะมีเรียน,มีเวลาเตรียมตัวเยอะมากขึ้น,6220422068,,6,50,06.00-07.00,ความลำคาญ,ทำการบ้าน,1,
07.00,อาบน้ำ แต่งตัว,ต้องสระผมเป่าผม แต่งหน้า เลือกชุดใช้เวลานาน,ร่างกายตื่นตัว สะอาด,6220422068,,7,0,07.00-08.00,หนาว,สดชื่น,2,
08.00,เดินทางไป 101 Digital True Park (BTS),ไกล ใช้เวลา,ได้เล่นมือถือขณะเดินทาง,6220422068,,8,0,08.00-09.00,ความลำคาญ,ฟิน,3,
08.50,เตรียมพร้อมเริ่มเรียนวิชาแรก,ยังไม่ได้ทานข้าวเช้า หิว,ได้ที่นั่งพร้อมปลั๊กไฟ,6220422068,,8,50,08.00-09.00,ความลำคาญ,พักผ่อน,4,
09.00,เรียนวิชาแรก,แอร์ที่ร้านหนาวมาก,ได้ความรู้ ความคิดเห็นจากอาจารย์และเพื่อนร่วมห้อง ไม่เหงา สนุก,6220422068,,9,0,09.00-10.00,หนาว,ฟิน,5,
12.00,ทานข้าวเที่ยง,ร้านอาหารเยอะเลือกไม่ถูก,คนน้อยไม่ต้องรอนาน,6220422068,,12,0,12.00-13.00,ความลำคาญ,ฟิน,6,
13.00,เรียนวิชาสอง พร้อมกับทำการบ้านวิชาอื่น,ง่วงนอนมาก ไม่เข้าใจเนื้อหา,ได้มีเวลาทำการบ้านเพิ่ม,6220422068,,13,0,13.00-14.00,ความลำคาญ,ทำการบ้าน,7,
16.00,"เล่นมือถือ Facebook, Instagram, Shopee",เสียเวลาไปโดยไม่ได้สาระความรู้เพิ่มเติม,ผ่อนคลาย เพลิดเพลิน ไม่เครียด,6220422068,,16,0,16.00-17.00,ความลำคาญ,พักผ่อน,8,
17.30,ทานอาหารเย็น เล่นมือถือขณะทานอาหาร,เลือกไม่ถูกว่าจะทานอะไรดี,"ได้เดินออกกำลังกายเลือกร้าน, คนน้อยไม่ต้องรอนาน ",6220422068,,17,30,17.00-18.00,ความลำคาญ,ออกกำลังกาย,9,
18.40,ทำการบ้าน และเล่นมือถือ,"ต้องกลับไปย้อนฟังคลิปที่เรียนใหม่, สมาธิเสีย ทำสองอย่าง",เข้าใจเนื้อหารที่เรียนมากขึ้น ได้ฝึกทำแบบฝึกหัด ได้คุยกับเพื่อน,6220422068,,18,40,18.00-19.00,ความลำคาญ,ฟิน,10,
22.00,เดินทางกลับบ้าน ฟังเพลงด้วย,เหนื่อย ต้องเดินขึ้นลงบันได BTS รอรถไฟ,ผ่อนคลาย เพลิดเพลิน,6220422068,,22,0,22.00-23.00,ความลำคาญ,พักผ่อน,11,
23.00,คุยเล่นกับคนในครอบครัว,เวลานอนลดน้อยลง,ได้อัพเดตชีวิตของคนในครอบครัว,6220422068,,23,0,23.00-24.00,ความลำคาญ,ฟิน,12,
00.10,อาบน้ำเตรียมเข้านอน,ขี้เกียจ,สบายตัว,6220422068,,0,10,00.00-01.00,ความลำคาญ,ฟิน,13,
00.30,"เล่นมือถือ Facebook, Instagram",เวลานอนลดน้อยลง,ผ่อนคลาย เพลิดเพลิน,6220422068,,0,30,00.00-01.00,ความลำคาญ,พักผ่อน,14,
01.00,นอนหลับ,ไม่ได้ทำกิจกรรมอื่น,ชาร์จพลังให้กับร่างกาย,6220422068,,1,0,01.00-02.00,ความลำคาญ,สดชื่น,15,1.0
06.00,ตื่นนอน,ง่วงมากๆ,เริ่มต้นวันใหม่,6220422103,,6,0,06.00-07.00,เหนื่อย,สดชื่น,1,
06.15,อาบน้ำ,ง่วงและหนาว,"ตื่นตัว, สดชื่น",6220422103,,6,15,06.00-07.00,หนาว,สดชื่น,2,
06.30,เดินทางไปทำงาน,"ขี้เกียจขับรถ, เบื่อ",ไม่ขาดงาน,6220422103,,6,30,06.00-07.00,หนาว,ฟิน,3,
07.00,ถึงที่ทำงาน,"ขี้เกียทำงาน, เหนื่อย",มาทันเวลาเข้างาน,6220422103,,7,0,07.00-08.00,ความลำคาญ,ฟิน,4,
07.15,กินนม-ขนมปัง,หิว,อิ่มท้อง,6220422103,,7,15,07.00-08.00,หิว-กลัวอ้วน,อิ่ม,5,
07.30,เปิด email เตรียมการประชุม,"เบื่อ, ซ้ำซาก",ทราบความคืบหน้าของงาน,6220422103,,7,30,07.00-08.00,ความลำคาญ,เรียนรู้สิ่งใหม่,6,
07.45,ประชุมกับแผนกซ่อมบำรุง,คุยเรื่องเดิมๆ,ทราบการเสียของเครื่องจักรของเมื่อวาน,6220422103,,7,45,07.00-08.00,ง่วง,ฟิน,7,
08.00,เตรียมเรื่องประชุมกับแผนก maintenance support,เตรียมข้อมูลรูปแบบเดิมๆ,มีข้อมูลไว้ประชุม,6220422103,,8,0,08.00-09.00,ความลำคาญ,ฟิน,8,
08.30,ประชุมกับแผนก maintenance support,ง่วง,ได้อัพเดตข่าวสารของโรงงาน,6220422103,,8,30,08.00-09.00,ง่วง,ฟิน,9,
08.45,ประชุมกับแผนก production,ยืนประชุม เมื่อยขา,ได้อัพเดตข้อมูลฝั่งการผลิต,6220422103,,8,45,08.00-09.00,ความลำคาญ,ฟิน,10,
09.00,เตรียมข้อมูลประชุมจากฝั่ง production ไปยังแผนกซ่อมบำรุง,จดข้อมูลเยอะ,มีข้อมูลไว้ประชุม,6220422103,,9,0,09.00-10.00,เหนื่อย,ฟิน,11,
09.40,ประชุมวางแผนการทำงานในวันนี้กับแผนกซ่อมบำรุง,วางแผนยาก เพราะเป็น immediate action,ได้จัด priority ของงาน,6220422103,,9,40,09.00-10.00,ความลำคาญ,ฟิน,12,
10.00,ทำงานตามแผนที่วางไว้,เหนื่อย,เริ่มจัดการงานตามแผน,6220422103,,10,0,10.00-11.00,เหนื่อย,ฟิน,13,
11.00,เดินไปดูสภาพการทำงานของเครื่องจักร,ร้อน ฝุ่นเยอะ,ทราบสภาพการณ์ของเครื่องจักร,6220422103,,11,0,11.00-12.00,ความลำคาญ,ฟิน,14,
11.30,พักเที่ยงกินข้าว,หิว,อิ่มท้อง,6220422103,,11,30,11.00-12.00,หิว-กลัวอ้วน,อิ่ม,15,
12.00,ไปร้านกาแฟ กินกาแฟ,ง่วง,พักผ่อน,6220422103,,12,0,12.00-13.00,ง่วง,พักผ่อน,16,
12.15,พูดคุยตามอัธยาศัยกับทีมงาน,เหนื่อย,สนุกสนาน,6220422103,,12,15,12.00-13.00,เหนื่อย,ฟิน,17,
12.30,หมดเวลาพัก กลับไปทำงานต่อ,หมดเวลาพักผ่อน,จัดการงานต่อ,6220422103,,12,30,12.00-13.00,ความลำคาญ,ฟิน,18,
13.00,เดินไปซื้อน้ำหวานมากิน,ง่วง เพลีย,สดชื่น,6220422103,,13,0,13.00-14.00,ความลำคาญ,สดชื่น,19,
13.15,ทำงานต่อ,งานยังเหลือเยอะ,งานเสร็จเป็นอย่างๆ,6220422103,,13,15,13.00-14.00,ความลำคาญ,ฟิน,20,
14.00,ติดตามสถานะงานของวันนี้ ตามแผนที่ได้วางไว้,ดู progress งานกับแผน,ควบคุมเวลาได้,6220422103,,14,0,14.00-15.00,ความลำคาญ,ฟิน,21,
15.00,สรุปผลสถานะการทำงานของวันนี้ ว่าตามแผนหรือไม่,เร่งงานให้เสร็จตามแผน,ปิดงานของวันนี้,6220422103,,15,0,15.00-16.00,ความลำคาญ,ฟิน,22,
16.00,เลิกงาน เดินทางกลับบ้าน,เบื่อการขับรถ,จบงานของวัน,6220422103,,16,0,16.00-17.00,หนาว,ฟิน,23,
16.40,ถึงบ้าน นั่งพักผ่อนดูทีวี,เหนื่อย,พักผ่อน,6220422103,,16,40,16.00-17.00,เหนื่อย,พักผ่อน,24,
17.30,เปิดคอมพิวเตอร์,งานยังไม่เสร็จ,เตรียมทำงาน,6220422103,,17,30,17.00-18.00,งานเพิ่ม-ไม่เสร็จ,ฟิน,25,
17.40,เล่นอินเตอร์เน็ต อ่านบทความออนไลน์,เบื่อ,อัพเดตข่าวสาร,6220422103,,17,40,17.00-18.00,รถติด-ต้องขับรถ,ฟิน,26,
18.30,กินข้าวเย็น,หิว,หายหิว,6220422103,,18,30,18.00-19.00,หิว-กลัวอ้วน,ฟิน,27,
19.00,ทำการบ้าน ป.โท,เหนื่อย ยาก,ได้ความรู้,6220422103,,19,0,19.00-20.00,ความลำคาญ,เรียนรู้สิ่งใหม่,28,
19.30,อาบน้ำ,อ่อนเพลีย ง่วง,สดชื่น,6220422103,,19,30,19.00-20.00,ความลำคาญ,สดชื่น,29,
20.00,ทำการบ้าน ป.โท ต่อ,เหนื่อย ขี้เกียจ,ได้ความรู้,6220422103,,20,0,20.00-21.00,ความลำคาญ,เรียนรู้สิ่งใหม่,30,
21.00,หาขนม ของหวานมากิน,หิวขนม,อิ่มขนม,6220422103,,21,0,21.00-22.00,หิว-กลัวอ้วน,ฟิน,31,
22.00,แปรงฟัน,เริ่มง่วง,สดชื่นขึ้น,6220422103,,22,0,22.00-23.00,ง่วง,สดชื่น,32,
22.30,นั่งดูข่าว,ง่วง แต่ยังไม่อยากนอน,ได้อัพเดตข่าวสารบ้านเมือง,6220422103,,22,30,22.00-23.00,ความลำคาญ,ฟิน,33,
23.00,เข้านอน,อ่อนเพลีย ง่วง,พักผ่อน,6220422103,,23,0,23.00-24.00,ความลำคาญ,พักผ่อน,34,1.0
08.00,ตื่นนอน,ง่วงนอนยังไม่อยากตื่น,,6220422106,,8,0,08.00-09.00,ความลำคาญ,ไม่ระบุ,1,
08.05,นอนเล่นมือถือ,เสียเวลา จะสายแล้ว,เช็คงานเช็คไลน์,6220422106,,8,5,08.00-09.00,ความลำคาญ,พักผ่อน,2,
08.30,อาบน้ำ,สายแล้วต้องรีบอาบน้ำ,สะอาดสดชื่น ตื่นเต็มที่,6220422106,,8,30,08.00-09.00,หนาว,สดชื่น,3,
08.50,ขับรถไปทำงาน,เจอรถติดกับรถขับไม่มีมารยาท,ถึงที่บ้านไวเพราะไม่ต้องรอรถสาธารณะ ไม่เสียเวลา,6220422106,,8,50,08.00-09.00,รถติด-ต้องขับรถ,ฟิน,4,
09.10,ถึงที่ทำงาน เริ่มทำงาน,ถึงที่ทำงานสาย,ได้เจอได้คุยกับเพื่อนที่ทำงาน,6220422106,,9,10,09.00-10.00,ความลำคาญ,ฟิน,5,
10.30,พักเบรค กินแซนวิช,ไม่อิ่ม,ได้พัก 10 นาที,6220422106,,10,30,10.00-11.00,แพง,พักผ่อน,6,
12.00,กินอาหารกลางวัน,ไม่รู้จะกินอะไรดี,พักจากการทำงาน อิ่ม,6220422106,,12,0,12.00-13.00,ความลำคาญ,ฟิน,7,
13.00,เข้างานช่วงบ่าย,อยากพักต่อ,ทำงานที่ค้างอยู่ให้เสร็จ,6220422106,,13,0,13.00-14.00,ง่วง,ฟิน,8,
17.50,เตรียมตัวกลับบ้าน,,ดีใจจะได้กลับบ้าน,6220422106,,17,50,17.00-18.00,ไม่ระบุ,พักผ่อน,9,
17.55,หัวหน้าเรียกประชุม,ไม่เข้าใจ เบื่อทำไมนัดประชุมก่อนเลิกงาน 5นาที ควรนัดในเวลางาน,ได้งานเพิ่มและรู้รายละเอียดปัญหาแต่ละทีมที่ทำงาน,6220422106,,17,55,17.00-18.00,ความลำคาญ,ฟิน,10,
18.30,เตรียมตัวกลับบ้าน,,ดีใจได้กลับบ้านซักที,6220422106,,18,30,18.00-19.00,ไม่ระบุ,พักผ่อน,11,
18.40,ขับรถกลับบ้าน,เจอรถติดกับรถขับไม่มีมารยาท,ถึงที่บ้านไวเพราะไม่ต้องรอรถสาธารณะ ไม่เสียเวลา,6220422106,,18,40,18.00-19.00,รถติด-ต้องขับรถ,ฟิน,12,
19.30,ถึงบ้าน,,ได้พักผ่อน,6220422106,,19,30,19.00-20.00,ไม่ระบุ,พักผ่อน,13,
20.00,กินอาหารเย็น,อยากสั่งไลน์แมน แม่ไม่ให้สั่งมีกับข้าวแล้ว,อิ่ม ไม่เสียเงิน,6220422106,,20,0,20.00-21.00,ความลำคาญ,ฟิน,14,
21.00,นอนเล่นมือถือ,เสียเวลา,เช็คงาน เช็คไลน์ เล่นเกม,6220422106,,21,0,21.00-22.00,ความลำคาญ,พักผ่อน,15,
22.30,อาบน้ำ,หนาว,สะอาดสดชื่น ตื่นเต็มที่,6220422106,,22,30,22.00-23.00,หนาว,สดชื่น,16,
23.00,ทาครีม,ทาครีมเยอะแต่ยังไม่เห็นผล,ได้ทาครีมบำรุงไว้เผื่อซักวันจะผิวดีขึ้น,6220422106,,23,0,23.00-24.00,ความลำคาญ,ออกกำลังกาย,17,
23.15,เข้า youtube หาอะไรเรียนเพิ่ม,เริ่มง่วงนอน ขี้เกียจ,ได้ความรู้เพิ่มเติม,6220422106,,23,15,23.00-24.00,ง่วง,ฟิน,18,
11.45,ดูทีวี,เสียเวลา ไม่ได้เรียนให้จบ,ได้ผ่อนคลาย,6220422106,,11,45,11.00-12.00,ความลำคาญ,พักผ่อน,19,
00.30,เข้า youtube หาอะไรเรียนเพิ่ม,จำที่เรียนมาไม่ได้ ไปย้อนดูใหม่,ได้เรียนต่อจากที่ค้างไว้,6220422106,,0,30,00.00-01.00,ความลำคาญ,ฟิน,20,
13.30,เข้านอน,เสียเวลา ไม่ได้เรียนให้จบ,ได้พักผ่อน,6220422106,,13,30,13.00-14.00,ความลำคาญ,พักผ่อน,21,1.0
5.45,Wake up to snooze the clock,still dark and feel not ready to get up,keep sleeping,6310422091,,5,45,05.00-06.00,ความลำคาญ,ฟิน,1,
05.54,"Wake up to snooze the clock, second time","still dark and feel not ready to get up, second time",laying on my bed,6310422091,,5,54,05.00-06.00,ความลำคาญ,พักผ่อน,2,
06.03,Get shower and get dress,,Fresh and Hygenity ,6310422091,,6,3,06.00-07.00,ไม่ระบุ,สดชื่น,3,
07.00,Laundry,Do not want to categorize white and color clothes,Hygenity,6310422091,,7,0,07.00-08.00,ความลำคาญ,สดชื่น,4,
08.30,Dry clothes,Get sweating,To finish task,6310422091,,8,30,08.00-09.00,ความลำคาญ,ฟิน,5,
08.50,Have a tuna sandwich,,Get full stomuch,6310422091,,8,50,08.00-09.00,ไม่ระบุ,ฟิน,6,
09.00,Take online class,Headache,Get knowledge,6310422091,,9,0,09.00-10.00,ความลำคาญ,เรียนรู้สิ่งใหม่,7,
10.10,Answer wrong quiz,cannot follow the lesson,,6310422091,,10,10,10.00-11.00,ความลำคาญ,ไม่ระบุ,8,
12.00,Do homework,,Skill development,6310422091,,12,0,12.00-13.00,ไม่ระบุ,เรียนรู้สิ่งใหม่,9,
12.30,Have lunch at baan somtum,waiting queue so long,update status by posting ig stories,6310422091,,12,30,12.00-13.00,ความลำคาญ,ฟิน,10,
14.00,Try coffee at Horme café,,update status by posting ig stories,6310422091,,14,0,14.00-15.00,ไม่ระบุ,ฟิน,11,
14.10,Online horoscope,Get shock and stress from the prophecy,talk to friend,6310422091,,14,10,14.00-15.00,ความลำคาญ,ฟิน,12,
17.00,Suanluang Park,Frustrate from overcrowded,,6310422091,,17,0,17.00-18.00,ความลำคาญ,ไม่ระบุ,13,
17.30,Go to Decathlon,,Little exercise from equipment testing,6310422091,,17,30,17.00-18.00,ไม่ระบุ,ออกกำลังกาย,14,
18.10,Have dinner at Nice Two Meet You,smelly hands and hair,Fullfill my need,6310422091,,18,10,18.00-19.00,ความลำคาญ,ฟิน,15,
20.00,Wait bus to come back,waiting bus with many strangers,save cost,6310422091,,20,0,20.00-21.00,ความลำคาญ,ฟิน,16,
21.00,"Watch ""The Wall Song"" tv programme",eyestrain,fun and entertainment,6310422091,,21,0,21.00-22.00,ความลำคาญ,ฟิน,17,
22.30,Line voice call with close friend,,feel relax,6310422091,,22,30,22.00-23.00,ไม่ระบุ,พักผ่อน,18,
